model_name,fold,ACSA,recall,CM,f1_score,training_time,inference_time,error_rate,train_accuracy,test_accuracy,precision
ANNs,fold_0,0.9682525707846176,0.9606986899563319,"[[363   9]
 [ 18 440]]",0.9702315325248071,105.24448442459106,0.017101049423217773,0.032530120481927716,0.9882997261638038,0.9674698795180723,0.9799554565701559
ANNs,fold_1,0.9640214347897696,0.973741794310722,"[[355  17]
 [ 12 445]]",0.9684439608269858,109.57457518577576,0.01561594009399414,0.0349819059107358,0.9870298313878081,0.9650180940892642,0.9632034632034632
ANNs,fold_2,0.9675537046187148,0.9781181619256017,"[[356  16]
 [ 10 447]]",0.9717391304347825,99.86378598213196,0.031174659729003906,0.03136308805790111,0.9874111928206406,0.9686369119420989,0.9654427645788337
ANNs,fold_3,0.9623332392179007,0.9649890590809628,"[[357  15]
 [ 16 441]]",0.9660460021905805,133.3148341178894,0.016174793243408203,0.03739445114595896,0.9880134848295667,0.962605548854041,0.9671052631578947
ANNs,fold_4,0.9606450436460319,0.9562363238512035,"[[359  13]
 [ 20 437]]",0.9636163175303197,132.72794461250305,0.015862226486206055,0.039806996381182125,0.9890083914430918,0.9601930036188179,0.9711111111111111
ANNs,fold_5,0.9612254146117538,0.962882096069869,"[[356  15]
 [ 17 441]]",0.9649890590809628,112.12779641151428,0.0155487060546875,0.0386007237635706,0.9880558183538316,0.9613992762364294,0.9671052631578947
ANNs,fold_6,0.967263621276145,0.980349344978166,"[[354  17]
 [  9 449]]",0.9718614718614719,104.54410076141357,0.024513721466064453,0.03136308805790111,0.9878537440520911,0.9686369119420989,0.9635193133047211
ANNs,fold_7,0.9773979213502983,0.962882096069869,"[[368   3]
 [ 17 441]]",0.9778270509977827,113.92422771453857,0.01562952995300293,0.024125452352231624,0.9871153365023768,0.9758745476477684,0.9932432432432432
ANNs,fold_8,0.96526854129639,0.962882096069869,"[[359  12]
 [ 17 441]]",0.9681668496158069,112.38938570022583,0.015621662139892578,0.0349819059107358,0.9883517034068137,0.9650180940892642,0.9735099337748344
ANNs,fold_9,0.9655922268388282,0.9716157205240175,"[[356  15]
 [ 13 445]]",0.9694989106753813,116.97081851959229,0.015616655349731445,0.033775633293124274,0.9878523410779573,0.9662243667068757,0.967391304347826
