model_name,fold,ACSA,recall,CM,f1_score,training_time,inference_time,error_rate,train_accuracy,test_accuracy,precision
LGBM,fold_0,0.9658989529041649,0.9694323144104804,"[[358  14]
 [ 14 444]]",0.9694323144104804,2.1219396591186523,0.0,0.03373493975903619,0.9875529001742595,0.9662650602409638,0.9694323144104804
LGBM,fold_1,0.9584568598385921,0.9518599562363238,"[[359  13]
 [ 22 435]]",0.9613259668508287,1.7833867073059082,0.0035085678100585938,0.04221954161640529,0.9871477420115552,0.9577804583835947,0.9709821428571429
LGBM,fold_2,0.9683036869720713,0.9715536105032823,"[[359  13]
 [ 13 444]]",0.9715536105032823,1.9830341339111328,0.0,0.03136308805790111,0.9877851177863642,0.9686369119420989,0.9715536105032823
LGBM,fold_3,0.9668654855179879,0.9606126914660832,"[[362  10]
 [ 18 439]]",0.9690949227373068,2.1482207775115967,0.0,0.033775633293124274,0.9878886252965414,0.9662243667068757,0.977728285077951
LGBM,fold_4,0.9701477612291476,0.9671772428884027,"[[362  10]
 [ 15 442]]",0.9724972497249725,2.12957763671875,0.008797645568847656,0.030156815440289475,0.9884174447464839,0.9698431845597105,0.9778761061946902
LGBM,fold_5,0.970983062418343,0.9716157205240175,"[[360  11]
 [ 13 445]]",0.973741794310722,2.417177200317383,0.015625,0.02895054282267795,0.9865184484389783,0.971049457177322,0.9758771929824561
LGBM,fold_6,0.9693793476853542,0.9737991266375546,"[[358  13]
 [ 12 446]]",0.9727371864776444,2.237860679626465,0.008301019668579102,0.030156815440289475,0.9877285249186075,0.9698431845597105,0.971677559912854
LGBM,fold_7,0.976629903835968,0.9694323144104804,"[[365   6]
 [ 14 444]]",0.9779735682819384,4.033536195755005,0.017560958862304688,0.024125452352231624,0.9863647735801852,0.9758745476477684,0.9866666666666667
LGBM,fold_8,0.976629903835968,0.9694323144104804,"[[365   6]
 [ 14 444]]",0.9779735682819384,7.738466501235962,0.015627145767211914,0.024125452352231624,0.9874749498997996,0.9758745476477684,0.9866666666666667
LGBM,fold_9,0.9664279240574866,0.9759825327510917,"[[355  16]
 [ 11 447]]",0.970684039087948,8.740462303161621,0.015625953674316406,0.03256936067551264,0.9872626488972757,0.9674306393244874,0.9654427645788337
